num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S009648;06/04/2022;18:50:00;CALL. TRIBULETE, 18;18;1;CENTRO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;440319,799;4473220,835;N;NULL
2022S009655;07/04/2022;14:50:00;PLAZA. EMPERADOR CARLOS V, 10;10;1;CENTRO;Colisión fronto-lateral;NULL;Autobús;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441257,014;4473362,082;N;NULL
2022S009655;07/04/2022;14:50:00;PLAZA. EMPERADOR CARLOS V, 10;10;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441257,014;4473362,082;N;NULL
2022S009685;07/04/2022;20:30:00;CALL. COLON, 9;9;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;440432,358;4475039,977;N;NULL
2022S009689;07/04/2022;20:30:00;CALL. ALCALA / CALL. MARQUES DE CASA RIERA;34;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 21 a 24 años;Mujer;NULL;NULL;440844,048;4474438,314;N;NULL
2022S009689;07/04/2022;20:30:00;CALL. ALCALA / CALL. MARQUES DE CASA RIERA;34;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440844,048;4474438,314;NULL;NULL
2022S009702;08/04/2022;2:45:00;PASEO. PRADO / PASEO. PRADO;22;1;CENTRO;Caída;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441161,48;4473781,476;N;NULL
2022S009704;08/04/2022;4:05:00;CALL. TOLEDO / CALL. ARGANZUELA;86;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439722,112;4473371,721;N;NULL
2022S009704;08/04/2022;4:05:00;CALL. TOLEDO / CALL. ARGANZUELA;86;1;CENTRO;Alcance;Despejado;Turismo;Conductor;Menor de 5 años;Hombre;NULL;NULL;439722,112;4473371,721;N;NULL
2022S009704;08/04/2022;4:05:00;CALL. TOLEDO / CALL. ARGANZUELA;86;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;NULL;NULL;439722,112;4473371,721;N;NULL
2022S009763;08/04/2022;18:30:00;CALL. GRAN VIA, 78;78;1;CENTRO;Colisión fronto-lateral;Despejado;Autobús;Conductor;De 40 a 44 años;Mujer;NULL;NULL;439727,3;4474976,237;N;NULL
2022S009763;08/04/2022;18:30:00;CALL. GRAN VIA, 78;78;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;439727,3;4474976,237;N;NULL
2022S009766;08/04/2022;20:45:00;RONDA. TOLEDO / IDB. PLAZA DEL CAMPILLO DEL MUNDO NUEVO;3;1;CENTRO;Alcance;Nublado;Autobús;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439929,121;4473064,188;N;NULL
2022S009766;08/04/2022;20:45:00;RONDA. TOLEDO / IDB. PLAZA DEL CAMPILLO DEL MUNDO NUEVO;3;1;CENTRO;Alcance;Nublado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439929,121;4473064,188;N;NULL
2022S009771;08/04/2022;21:30:00;CALL. SAN JUSTO / CALL. SEGOVIA;1;1;CENTRO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439850,184;4473935,74;N;NULL
2022S009771;08/04/2022;21:30:00;CALL. SAN JUSTO / CALL. SEGOVIA;1;1;CENTRO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;439850,184;4473935,74;N;NULL
2022S009772;08/04/2022;19:30:00;CALL. GENOVA, 16;16;1;CENTRO;Atropello a persona;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441127,052;4475356,204;N;NULL
2022S009772;08/04/2022;19:30:00;CALL. GENOVA, 16;16;1;CENTRO;Atropello a persona;Despejado;Turismo;Peatón;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441127,052;4475356,204;N;NULL
2022S009889;09/04/2022;7:45:00;CALL. ALBERTO AGUILERA, 1;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440037,404;4475685,768;N;NULL
2022S009980;09/04/2022;21:25:00;CALL. BARQUILLO / CALL. ALCALA;1;1;CENTRO;Choque contra obstáculo fijo;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440978,898;4474500,345;N;NULL
2022S010038;10/04/2022;2:48:00;CALL. GRAN VIA / CALL. ISABEL LA CATOLICA;61;1;CENTRO;Atropello a persona;Despejado;Autobús articulado;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439820,367;4474884,282;N;NULL
2022S010038;10/04/2022;2:48:00;CALL. GRAN VIA / CALL. ISABEL LA CATOLICA;61;1;CENTRO;Atropello a persona;Despejado;Autobús articulado;Pasajero;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439820,367;4474884,282;N;NULL
2022S010038;10/04/2022;2:48:00;CALL. GRAN VIA / CALL. ISABEL LA CATOLICA;61;1;CENTRO;Atropello a persona;Despejado;Autobús articulado;Pasajero;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;439820,367;4474884,282;N;NULL
2022S010038;10/04/2022;2:48:00;CALL. GRAN VIA / CALL. ISABEL LA CATOLICA;61;1;CENTRO;Atropello a persona;Despejado;Autobús articulado;Peatón;De 45 a 49 años;Mujer;2;Ingreso inferior o igual a 24 horas;439820,367;4474884,282;N;NULL
2022S010045;10/04/2022;3:55:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441292,667;4474902,692;N;NULL
2022S010045;10/04/2022;3:55:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441292,667;4474902,692;N;NULL
2022S010045;10/04/2022;3:55:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;NULL;NULL;441292,667;4474902,692;N;NULL
2022S010045;10/04/2022;3:55:00;PASEO. RECOLETOS / CALL. ALMIRANTE;23;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;NULL;NULL;441292,667;4474902,692;N;NULL
2022S010048;10/04/2022;4:17:00;CALL. GRAN VIA, 30;30;1;CENTRO;Atropello a persona;Despejado;Otros vehículos con motor;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;440468,968;4474615,45;N;NULL
2022S010048;10/04/2022;4:17:00;CALL. GRAN VIA, 30;30;1;CENTRO;Atropello a persona;Despejado;Otros vehículos con motor;Peatón;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;440468,968;4474615,45;N;NULL
2022S010092;10/04/2022;15:30:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;25;1;CENTRO;Caída;Despejado;Ciclomotor;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441355,883;4474959,386;N;NULL
2022S010092;10/04/2022;15:30:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;25;1;CENTRO;Caída;Despejado;Ciclomotor;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;441355,883;4474959,386;N;NULL
2022S010092;10/04/2022;15:30:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;25;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;441355,883;4474959,386;N;NULL
2022S010113;10/04/2022;22:00:00;PLAZA. EMPERADOR CARLOS V / PLAZA. EMPERADOR CARLOS V;8;1;CENTRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;441245,747;4473337,896;N;NULL
2022S010113;10/04/2022;22:00:00;PLAZA. EMPERADOR CARLOS V / PLAZA. EMPERADOR CARLOS V;8;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441245,747;4473337,896;N;NULL
2022S010113;10/04/2022;22:00:00;PLAZA. EMPERADOR CARLOS V / PLAZA. EMPERADOR CARLOS V;8;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441245,747;4473337,896;N;NULL
2022S010113;10/04/2022;22:00:00;PLAZA. EMPERADOR CARLOS V / PLAZA. EMPERADOR CARLOS V;8;1;CENTRO;Colisión lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;441245,747;4473337,896;N;NULL
2022S010113;10/04/2022;22:00:00;PLAZA. EMPERADOR CARLOS V / PLAZA. EMPERADOR CARLOS V;8;1;CENTRO;Colisión lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;441245,747;4473337,896;N;NULL
2022S010215;11/04/2022;16:30:00;CALL. ATOCHA, 28;28;1;CENTRO;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440462,482;4473896,43;N;NULL
2022S010274;11/04/2022;23:20:00;CALL. DONADOS / CALL. ARENAL;1;1;CENTRO;Atropello a persona;Despejado;Ciclomotor;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;439891,546;4474371,277;N;NULL
2022S010274;11/04/2022;23:20:00;CALL. DONADOS / CALL. ARENAL;1;1;CENTRO;Atropello a persona;Despejado;Ciclomotor;Peatón;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439891,546;4474371,277;N;NULL
2022S010332;12/04/2022;16:35:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Nublado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;440665,887;4475537,017;N;NULL
2022S010332;12/04/2022;16:35:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440665,887;4475537,017;N;NULL
2022S010332;12/04/2022;16:35:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;440665,887;4475537,017;N;NULL
2022S010332;12/04/2022;16:35:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Nublado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;440665,887;4475537,017;N;NULL
2022S010344;12/04/2022;20:06:00;CALL. GRAN VIA, 74;74;1;CENTRO;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439772,261;4474937,613;N;NULL
2022S010365;13/04/2022;11:30:00;PLAZA. COLON / CALL. CASTELLANA;1;1;CENTRO;Colisión lateral;Despejado;Ciclomotor;Conductor;De 35 a 39 años;Hombre;3;Ingreso superior a 24 horas;441442,077;4475216,997;N;NULL
2022S010365;13/04/2022;11:30:00;PLAZA. COLON / CALL. CASTELLANA;1;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441442,077;4475216,997;N;NULL
2022S010369;13/04/2022;12:25:00;CALL. MONTSERRAT, 13D;13D;1;CENTRO;Colisión lateral;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;439858,933;4475494,716;N;NULL
2022S010369;13/04/2022;12:25:00;CALL. MONTSERRAT, 13D;13D;1;CENTRO;Colisión lateral;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;439858,933;4475494,716;N;NULL
2022S010415;14/04/2022;3:25:00;CALL. SAN LEONARDO / MAESTR;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;439668,397;4475131,885;N;NULL
2022S010415;14/04/2022;3:25:00;CALL. SAN LEONARDO / MAESTR;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;439668,397;4475131,885;N;NULL
2022S010415;14/04/2022;3:25:00;CALL. SAN LEONARDO / MAESTR;1;1;CENTRO;Alcance;NULL;Turismo;Pasajero;De 35 a 39 años;Hombre;NULL;NULL;439668,397;4475131,885;N;NULL
2022S010456;14/04/2022;18:00:00;PLAZA. EMPERADOR CARLOS V, 9;9;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441241,803;4473342,994;N;NULL
2022S010456;14/04/2022;18:00:00;PLAZA. EMPERADOR CARLOS V, 9;9;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441241,803;4473342,994;N;NULL
2022S010456;14/04/2022;18:00:00;PLAZA. EMPERADOR CARLOS V, 9;9;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;441241,803;4473342,994;N;NULL
2022S010456;14/04/2022;18:00:00;PLAZA. EMPERADOR CARLOS V, 9;9;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;De 15 a 17 años;Mujer;14;Sin asistencia sanitaria;441241,803;4473342,994;N;NULL
2022S010456;14/04/2022;18:00:00;PLAZA. EMPERADOR CARLOS V, 9;9;1;CENTRO;Alcance;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441241,803;4473342,994;N;NULL
2022S010534;15/04/2022;20:45:00;CALL. MAGDALENA, 12;12;1;CENTRO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440449,955;4473762,088;N;NULL
2022S010534;15/04/2022;20:45:00;CALL. MAGDALENA, 12;12;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440449,955;4473762,088;N;NULL
2022S010538;15/04/2022;23:50:00;CALL. SAN BERNARDO, 40;40;1;CENTRO;Alcance;Despejado;Ciclomotor;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439993,636;4475065,264;N;NULL
2022S010538;15/04/2022;23:50:00;CALL. SAN BERNARDO, 40;40;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;439993,636;4475065,264;N;NULL
2022S010540;16/04/2022;0:45:00;PLAZA. PEDRO ZEROLO, 11;11;1;CENTRO;Caída;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440700,111;4474719,855;N;NULL
2022S010547;16/04/2022;4:50:00;CALL. GRAN VIA, 4;4;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440875,629;4474490,763;S;NULL
2022S010587;16/04/2022;14:10:00;PASEO. PRADO, 18;18;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441157,173;4473839,748;N;NULL
2022S010587;16/04/2022;14:10:00;PASEO. PRADO, 18;18;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;441157,173;4473839,748;N;NULL
2022S010592;16/04/2022;15:55:00;CALL. ATOCHA / CALL. ALAMEDA;108;1;CENTRO;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441122,877;4473483,823;N;NULL
2022S010592;16/04/2022;15:55:00;CALL. ATOCHA / CALL. ALAMEDA;108;1;CENTRO;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;Desconocido;Desconocido;NULL;NULL;441122,877;4473483,823;N;NULL
2022S010604;16/04/2022;20:35:00;PASEO DEL PRADO CON CANOVAS DEL CASTILLO;4;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441138,908;4474134,395;N;NULL
2022S010604;16/04/2022;20:35:00;PASEO DEL PRADO CON CANOVAS DEL CASTILLO;4;1;CENTRO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441138,908;4474134,395;N;NULL
2022S010651;17/04/2022;13:45:00;CALLE CLAVEL CON CALLE INFANTAS;8;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440675,456;4474667,126;N;NULL
2022S010651;17/04/2022;13:45:00;CALLE CLAVEL CON CALLE INFANTAS;8;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440675,456;4474667,126;N;NULL
2022S010701;15/04/2022;18:50:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;440671,32;4475535,125;N;NULL
2022S010701;15/04/2022;18:50:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440671,32;4475535,125;N;NULL
2022S010701;15/04/2022;18:50:00;CALL. SAGASTA / CALL. MEJIA LEQUERICA;14;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Hombre;NULL;NULL;440671,32;4475535,125;N;NULL
2022S010706;17/04/2022;19:00:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;27;1;CENTRO;Caída;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441369,752;4474956,403;N;NULL
2022S010706;17/04/2022;19:00:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;27;1;CENTRO;Caída;Despejado;Autobús;Pasajero;De 70 a 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441369,752;4474956,403;N;NULL
2022S010710;17/04/2022;22:40:00;CALL. GRAN VIA / CALL. ALCALA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Autobús;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;440871,678;4474492,721;N;NULL
2022S010710;17/04/2022;22:40:00;CALL. GRAN VIA / CALL. ALCALA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440871,678;4474492,721;S;NULL
2022S010716;18/04/2022;0:05:00;CALL. LOS MADRAZO, 3;3;1;CENTRO;Colisión lateral;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440754,448;4474330,297;N;NULL
2022S010716;18/04/2022;0:05:00;CALL. LOS MADRAZO, 3;3;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Mujer;NULL;NULL;440754,448;4474330,297;N;NULL
2022S010719;18/04/2022;3:25:00;CALL. ALCALA, 36;36;1;CENTRO;Caída;Despejado;VMU eléctrico;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;440829,028;4474413,983;N;NULL
2022S010758;18/04/2022;11:00:00;CALL. IMPERIAL, 2;2;1;CENTRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440063,121;4474030,042;N;NULL
2022S010758;18/04/2022;11:00:00;CALL. IMPERIAL, 2;2;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440063,121;4474030,042;N;NULL
2022S010760;13/04/2022;19:27:00;CALL. ATOCHA / CALL. DUQUE DE FERNAN NUÑEZ;70;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;NULL;NULL;440764,756;4473702,215;N;NULL
2022S010760;13/04/2022;19:27:00;CALL. ATOCHA / CALL. DUQUE DE FERNAN NUÑEZ;70;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440764,756;4473702,215;N;NULL
2022S010794;18/04/2022;19:03:00;PASEO. VIRGEN DEL PUERTO, 1;1;1;CENTRO;Atropello a persona;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;438888,814;4474420,619;N;1
2022S010794;18/04/2022;19:03:00;PASEO. VIRGEN DEL PUERTO, 1;1;1;CENTRO;Atropello a persona;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;438888,814;4474420,619;N;NULL
2022S010794;18/04/2022;19:03:00;PASEO. VIRGEN DEL PUERTO, 1;1;1;CENTRO;Atropello a persona;Despejado;Turismo;Peatón;Más de 74 años;Mujer;3;Ingreso superior a 24 horas;438888,814;4474420,619;N;NULL
2022S010819;19/04/2022;7:48:00;PASEO. PRADO, 26;26;1;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;441176,562;4473733,046;N;NULL
2022S010901;19/04/2022;17:20:00;AVDA. GRAN VIA DE SAN FRANCISCO / CRA. SAN FRANCISCO;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439434,272;4473569,364;N;NULL
2022S010901;19/04/2022;17:20:00;AVDA. GRAN VIA DE SAN FRANCISCO / CRA. SAN FRANCISCO;1;1;CENTRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439434,272;4473569,364;N;NULL
2022S010916;19/04/2022;22:45:00;CALL. ATOCHA, 90;90;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;440935,18;4473591,015;N;NULL
2022S010916;19/04/2022;22:45:00;CALL. ATOCHA, 90;90;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440935,18;4473591,015;N;NULL
2022S010986;19/04/2022;21:40:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Colisión lateral;Nublado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441304,957;4474817,196;N;NULL
2022S010986;19/04/2022;21:40:00;PASEO. RECOLETOS / CALL. PRIM;19;1;CENTRO;Colisión lateral;Nublado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441304,957;4474817,196;N;NULL
2022S011003;20/04/2022;18:10:00;CALL. SAN SEBASTIAN, 1;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440471,635;4473910,75;N;NULL
2022S011003;20/04/2022;18:10:00;CALL. SAN SEBASTIAN, 1;1;1;CENTRO;Alcance;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;440471,635;4473910,75;N;NULL
2022S011018;20/04/2022;20:05:00;CALL. CONDE DE XIQUENA, 15;15;1;CENTRO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441119,149;4475000,096;N;NULL
2022S011024;20/04/2022;18:45:00;CALL. ALBERTO AGUILERA / CALL. SERRANO JOVER;35;1;CENTRO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 18 a 20 años;Hombre;NULL;NULL;439446,202;4475765,699;N;NULL
2022S011024;20/04/2022;18:45:00;CALL. ALBERTO AGUILERA / CALL. SERRANO JOVER;35;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;439446,202;4475765,699;N;NULL
2022S011024;20/04/2022;18:45:00;CALL. ALBERTO AGUILERA / CALL. SERRANO JOVER;35;1;CENTRO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;NULL;NULL;439446,202;4475765,699;N;NULL
2022S011026;20/04/2022;19:10:00;CALL. SAN ANDRES, 28;28;1;CENTRO;Colisión lateral;Nublado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;440321,026;4475433,505;N;NULL
2022S011026;20/04/2022;19:10:00;CALL. SAN ANDRES, 28;28;1;CENTRO;Colisión lateral;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440321,026;4475433,505;N;NULL
2022S011054;21/04/2022;7:50:00;PLAZA. TIRSO DE MOLINA / CALL. CONDE DE ROMANONES;15;1;CENTRO;Caída;Despejado;VMU eléctrico;Conductor;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440188,783;4473785,845;N;NULL
2022S011076;21/04/2022;12:10:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión múltiple;Despejado;Autobús;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;439695,984;4474985,78;N;NULL
2022S011076;21/04/2022;12:10:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión múltiple;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;439695,984;4474985,78;N;NULL
2022S011076;21/04/2022;12:10:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439695,984;4474985,78;N;NULL
2022S011076;21/04/2022;12:10:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión múltiple;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439695,984;4474985,78;N;NULL
2022S011076;21/04/2022;12:10:00;PLAZA. ESPAÑA / CALL. GRAN VIA;1;1;CENTRO;Colisión múltiple;Despejado;Turismo;Pasajero;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439695,984;4474985,78;N;NULL
2022S011085;21/04/2022;12:40:00;CALL. ALCALA / CALL. GRAN VIA;45;1;CENTRO;Colisión lateral;Despejado;Furgoneta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440913,507;4474487,856;N;NULL
2022S011085;21/04/2022;12:40:00;CALL. ALCALA / CALL. GRAN VIA;45;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;440913,507;4474487,856;N;NULL
